sample_ind,sample
42,SpacePoint(objects=StructPoint(object0=StructPoint(angularSpeed=0.0, controller=None, elevation=None, heading=-1.5218301817627586, lastActions=None, length=1.0, position=(-104.36135558406636, 4.96401318854533), positionOffset=(0.0, 0.0), resetController=True, rotationOffset=0.0, speed=0.0, type='Follower', velocity=(0.0, 0.0), webotsName='FOLLOWER', webotsObject=None, webotsType=None, width=1.0), object1=StructPoint(angularSpeed=0.0, controller=None, elevation=None, heading=0.0, ind='0B', lastActions=None, length=1.0, mode='smc', position=(0, 0), positionOffset=(0.0, 0.0), resetController=True, rotationOffset=0.0, speed=0.0, type='Subscenario', velocity=(0.0, 0.0), webotsName='SUBSCENARIO', webotsObject=None, webotsType=None, width=1.0), object2=StructPoint(angularSpeed=0.0, controller=None, elevation=None, heading=0.0, lastActions=None, length=1.0, position=(-114.24367046141711, -43.337986623137375), positionOffset=(0.0, 0.0), resetController=True, rotationOffset=0.0, speed=0.0, type='OilBarrel1', velocity=(0.0, 0.0), webotsName='OIL_BARREL_1', webotsObject=None, webotsType=None, width=1.0), object3=StructPoint(angularSpeed=0.0, controller=None, elevation=None, heading=0.0, lastActions=None, length=1.0, position=(-97.59145183695095, -46.72987923243474), positionOffset=(0.0, 0.0), resetController=True, rotationOffset=0.0, speed=0.0, type='OilBarrel2', velocity=(0.0, 0.0), webotsName='OIL_BARREL_2', webotsObject=None, webotsType=None, width=1.0), object4=StructPoint(angularSpeed=0.0, controller=None, elevation=None, heading=0.0, lastActions=None, length=1.0, position=(-105.59120314806046, -72.47686758622145), positionOffset=(0.0, 0.0), resetController=True, rotationOffset=0.0, speed=0.0, type='OilBarrel3', velocity=(0.0, 0.0), webotsName='OIL_BARREL_3', webotsObject=None, webotsType=None, width=1.0), object5=StructPoint(angularSpeed=0.0, controller=None, elevation=None, heading=-1.5580514570179889, lastActions=None, length=1.0, position=(-104.28400301322537, -4.542700204778319), positionOffset=(0.0, 0.0), resetController=True, rotationOffset=0.0, speed=0.0, type='Lead', velocity=(0.0, 0.0), webotsName='LEAD', webotsObject=None, webotsType=None, width=1.0)), params=StructPoint())
53,SpacePoint(objects=StructPoint(object0=StructPoint(angularSpeed=0.0, controller=None, elevation=None, heading=-1.6339643772297745, lastActions=None, length=1.0, position=(-104.27307304931638, 3.6565914155575028), positionOffset=(0.0, 0.0), resetController=True, rotationOffset=0.0, speed=0.0, type='Follower', velocity=(0.0, -0.0), webotsName='FOLLOWER', webotsObject=None, webotsType=None, width=1.0), object1=StructPoint(angularSpeed=0.0, controller=None, elevation=None, heading=0.0, ind='0B', lastActions=None, length=1.0, mode='smc', position=(0, 0), positionOffset=(0.0, 0.0), resetController=True, rotationOffset=0.0, speed=0.0, type='Subscenario', velocity=(0.0, 0.0), webotsName='SUBSCENARIO', webotsObject=None, webotsType=None, width=1.0), object2=StructPoint(angularSpeed=0.0, controller=None, elevation=None, heading=0.0, lastActions=None, length=1.0, position=(-106.77085131171894, -31.82075750102142), positionOffset=(0.0, 0.0), resetController=True, rotationOffset=0.0, speed=0.0, type='OilBarrel1', velocity=(0.0, 0.0), webotsName='OIL_BARREL_1', webotsObject=None, webotsType=None, width=1.0), object3=StructPoint(angularSpeed=0.0, controller=None, elevation=None, heading=0.0, lastActions=None, length=1.0, position=(-113.53981886751804, -49.228365146761234), positionOffset=(0.0, 0.0), resetController=True, rotationOffset=0.0, speed=0.0, type='OilBarrel2', velocity=(0.0, 0.0), webotsName='OIL_BARREL_2', webotsObject=None, webotsType=None, width=1.0), object4=StructPoint(angularSpeed=0.0, controller=None, elevation=None, heading=0.0, lastActions=None, length=1.0, position=(-110.84373032236797, -73.39685391950925), positionOffset=(0.0, 0.0), resetController=True, rotationOffset=0.0, speed=0.0, type='OilBarrel3', velocity=(0.0, 0.0), webotsName='OIL_BARREL_3', webotsObject=None, webotsType=None, width=1.0), object5=StructPoint(angularSpeed=0.0, controller=None, elevation=None, heading=-1.571684329303596, lastActions=None, length=1.0, position=(-105.98533384632304, -5.926584546417303), positionOffset=(0.0, 0.0), resetController=True, rotationOffset=0.0, speed=0.0, type='Lead', velocity=(0.0, -0.0), webotsName='LEAD', webotsObject=None, webotsType=None, width=1.0)), params=StructPoint())
54,SpacePoint(objects=StructPoint(object0=StructPoint(angularSpeed=0.0, controller=None, elevation=None, heading=-1.5916906493523892, lastActions=None, length=1.0, position=(-105.19384862409942, 3.426499172283822), positionOffset=(0.0, 0.0), resetController=True, rotationOffset=0.0, speed=0.0, type='Follower', velocity=(0.0, -0.0), webotsName='FOLLOWER', webotsObject=None, webotsType=None, width=1.0), object1=StructPoint(angularSpeed=0.0, controller=None, elevation=None, heading=0.0, ind='0B', lastActions=None, length=1.0, mode='smc', position=(0, 0), positionOffset=(0.0, 0.0), resetController=True, rotationOffset=0.0, speed=0.0, type='Subscenario', velocity=(0.0, 0.0), webotsName='SUBSCENARIO', webotsObject=None, webotsType=None, width=1.0), object2=StructPoint(angularSpeed=0.0, controller=None, elevation=None, heading=0.0, lastActions=None, length=1.0, position=(-112.33618766697067, -42.177091861349496), positionOffset=(0.0, 0.0), resetController=True, rotationOffset=0.0, speed=0.0, type='OilBarrel1', velocity=(0.0, 0.0), webotsName='OIL_BARREL_1', webotsObject=None, webotsType=None, width=1.0), object3=StructPoint(angularSpeed=0.0, controller=None, elevation=None, heading=0.0, lastActions=None, length=1.0, position=(-104.00709896640825, -58.48790685170602), positionOffset=(0.0, 0.0), resetController=True, rotationOffset=0.0, speed=0.0, type='OilBarrel2', velocity=(0.0, 0.0), webotsName='OIL_BARREL_2', webotsObject=None, webotsType=None, width=1.0), object4=StructPoint(angularSpeed=0.0, controller=None, elevation=None, heading=0.0, lastActions=None, length=1.0, position=(-102.3807368444138, -73.06221104620363), positionOffset=(0.0, 0.0), resetController=True, rotationOffset=0.0, speed=0.0, type='OilBarrel3', velocity=(0.0, 0.0), webotsName='OIL_BARREL_3', webotsObject=None, webotsType=None, width=1.0), object5=StructPoint(angularSpeed=0.0, controller=None, elevation=None, heading=-1.5670885248961242, lastActions=None, length=1.0, position=(-104.31045687760019, -6.41272480101231), positionOffset=(0.0, 0.0), resetController=True, rotationOffset=0.0, speed=0.0, type='Lead', velocity=(0.0, 0.0), webotsName='LEAD', webotsObject=None, webotsType=None, width=1.0)), params=StructPoint())
55,SpacePoint(objects=StructPoint(object0=StructPoint(angularSpeed=0.0, controller=None, elevation=None, heading=-1.5348444508735808, lastActions=None, length=1.0, position=(-105.64935885419526, 6.4695985025121905), positionOffset=(0.0, 0.0), resetController=True, rotationOffset=0.0, speed=0.0, type='Follower', velocity=(0.0, 0.0), webotsName='FOLLOWER', webotsObject=None, webotsType=None, width=1.0), object1=StructPoint(angularSpeed=0.0, controller=None, elevation=None, heading=0.0, ind='0B', lastActions=None, length=1.0, mode='smc', position=(0, 0), positionOffset=(0.0, 0.0), resetController=True, rotationOffset=0.0, speed=0.0, type='Subscenario', velocity=(0.0, 0.0), webotsName='SUBSCENARIO', webotsObject=None, webotsType=None, width=1.0), object2=StructPoint(angularSpeed=0.0, controller=None, elevation=None, heading=0.0, lastActions=None, length=1.0, position=(-103.68832162875144, -37.32660200898984), positionOffset=(0.0, 0.0), resetController=True, rotationOffset=0.0, speed=0.0, type='OilBarrel1', velocity=(0.0, 0.0), webotsName='OIL_BARREL_1', webotsObject=None, webotsType=None, width=1.0), object3=StructPoint(angularSpeed=0.0, controller=None, elevation=None, heading=0.0, lastActions=None, length=1.0, position=(-114.77652106940447, -53.638665591424335), positionOffset=(0.0, 0.0), resetController=True, rotationOffset=0.0, speed=0.0, type='OilBarrel2', velocity=(0.0, 0.0), webotsName='OIL_BARREL_2', webotsObject=None, webotsType=None, width=1.0), object4=StructPoint(angularSpeed=0.0, controller=None, elevation=None, heading=0.0, lastActions=None, length=1.0, position=(-99.91117045611757, -72.16209983153696), positionOffset=(0.0, 0.0), resetController=True, rotationOffset=0.0, speed=0.0, type='OilBarrel3', velocity=(0.0, 0.0), webotsName='OIL_BARREL_3', webotsObject=None, webotsType=None, width=1.0), object5=StructPoint(angularSpeed=0.0, controller=None, elevation=None, heading=-1.6535080551985097, lastActions=None, length=1.0, position=(-105.54617512607464, -4.393192460244833), positionOffset=(0.0, 0.0), resetController=True, rotationOffset=0.0, speed=0.0, type='Lead', velocity=(0.0, -0.0), webotsName='LEAD', webotsObject=None, webotsType=None, width=1.0)), params=StructPoint())
56,SpacePoint(objects=StructPoint(object0=StructPoint(angularSpeed=0.0, controller=None, elevation=None, heading=-1.5593899134020774, lastActions=None, length=1.0, position=(-105.76397485545264, 4.715353219821495), positionOffset=(0.0, 0.0), resetController=True, rotationOffset=0.0, speed=0.0, type='Follower', velocity=(0.0, 0.0), webotsName='FOLLOWER', webotsObject=None, webotsType=None, width=1.0), object1=StructPoint(angularSpeed=0.0, controller=None, elevation=None, heading=0.0, ind='0B', lastActions=None, length=1.0, mode='smc', position=(0, 0), positionOffset=(0.0, 0.0), resetController=True, rotationOffset=0.0, speed=0.0, type='Subscenario', velocity=(0.0, 0.0), webotsName='SUBSCENARIO', webotsObject=None, webotsType=None, width=1.0), object2=StructPoint(angularSpeed=0.0, controller=None, elevation=None, heading=0.0, lastActions=None, length=1.0, position=(-111.37546173826678, -36.063041155029396), positionOffset=(0.0, 0.0), resetController=True, rotationOffset=0.0, speed=0.0, type='OilBarrel1', velocity=(0.0, 0.0), webotsName='OIL_BARREL_1', webotsObject=None, webotsType=None, width=1.0), object3=StructPoint(angularSpeed=0.0, controller=None, elevation=None, heading=0.0, lastActions=None, length=1.0, position=(-114.82028040791516, -49.14933967745999), positionOffset=(0.0, 0.0), resetController=True, rotationOffset=0.0, speed=0.0, type='OilBarrel2', velocity=(0.0, 0.0), webotsName='OIL_BARREL_2', webotsObject=None, webotsType=None, width=1.0), object4=StructPoint(angularSpeed=0.0, controller=None, elevation=None, heading=0.0, lastActions=None, length=1.0, position=(-105.2406018913766, -70.26786762741615), positionOffset=(0.0, 0.0), resetController=True, rotationOffset=0.0, speed=0.0, type='OilBarrel3', velocity=(0.0, 0.0), webotsName='OIL_BARREL_3', webotsObject=None, webotsType=None, width=1.0), object5=StructPoint(angularSpeed=0.0, controller=None, elevation=None, heading=-1.5340401283224234, lastActions=None, length=1.0, position=(-105.63999339744726, -6.551197418805045), positionOffset=(0.0, 0.0), resetController=True, rotationOffset=0.0, speed=0.0, type='Lead', velocity=(0.0, 0.0), webotsName='LEAD', webotsObject=None, webotsType=None, width=1.0)), params=StructPoint())
57,SpacePoint(objects=StructPoint(object0=StructPoint(angularSpeed=0.0, controller=None, elevation=None, heading=-1.6203512207473905, lastActions=None, length=1.0, position=(-104.46359746384978, 5.86761586112797), positionOffset=(0.0, 0.0), resetController=True, rotationOffset=0.0, speed=0.0, type='Follower', velocity=(0.0, -0.0), webotsName='FOLLOWER', webotsObject=None, webotsType=None, width=1.0), object1=StructPoint(angularSpeed=0.0, controller=None, elevation=None, heading=0.0, ind='0B', lastActions=None, length=1.0, mode='smc', position=(0, 0), positionOffset=(0.0, 0.0), resetController=True, rotationOffset=0.0, speed=0.0, type='Subscenario', velocity=(0.0, 0.0), webotsName='SUBSCENARIO', webotsObject=None, webotsType=None, width=1.0), object2=StructPoint(angularSpeed=0.0, controller=None, elevation=None, heading=0.0, lastActions=None, length=1.0, position=(-111.23558580547737, -41.749800639999066), positionOffset=(0.0, 0.0), resetController=True, rotationOffset=0.0, speed=0.0, type='OilBarrel1', velocity=(0.0, 0.0), webotsName='OIL_BARREL_1', webotsObject=None, webotsType=None, width=1.0), object3=StructPoint(angularSpeed=0.0, controller=None, elevation=None, heading=0.0, lastActions=None, length=1.0, position=(-99.58290156632819, -56.751561139490875), positionOffset=(0.0, 0.0), resetController=True, rotationOffset=0.0, speed=0.0, type='OilBarrel2', velocity=(0.0, 0.0), webotsName='OIL_BARREL_2', webotsObject=None, webotsType=None, width=1.0), object4=StructPoint(angularSpeed=0.0, controller=None, elevation=None, heading=0.0, lastActions=None, length=1.0, position=(-112.80976630506014, -62.179710692209895), positionOffset=(0.0, 0.0), resetController=True, rotationOffset=0.0, speed=0.0, type='OilBarrel3', velocity=(0.0, 0.0), webotsName='OIL_BARREL_3', webotsObject=None, webotsType=None, width=1.0), object5=StructPoint(angularSpeed=0.0, controller=None, elevation=None, heading=-1.5962834255292748, lastActions=None, length=1.0, position=(-104.47593712087186, -5.01879923023855), positionOffset=(0.0, 0.0), resetController=True, rotationOffset=0.0, speed=0.0, type='Lead', velocity=(0.0, -0.0), webotsName='LEAD', webotsObject=None, webotsType=None, width=1.0)), params=StructPoint())
58,SpacePoint(objects=StructPoint(object0=StructPoint(angularSpeed=0.0, controller=None, elevation=None, heading=-1.5683679679116986, lastActions=None, length=1.0, position=(-104.15482962132538, 2.9509405937120086), positionOffset=(0.0, 0.0), resetController=True, rotationOffset=0.0, speed=0.0, type='Follower', velocity=(0.0, 0.0), webotsName='FOLLOWER', webotsObject=None, webotsType=None, width=1.0), object1=StructPoint(angularSpeed=0.0, controller=None, elevation=None, heading=0.0, ind='0B', lastActions=None, length=1.0, mode='smc', position=(0, 0), positionOffset=(0.0, 0.0), resetController=True, rotationOffset=0.0, speed=0.0, type='Subscenario', velocity=(0.0, 0.0), webotsName='SUBSCENARIO', webotsObject=None, webotsType=None, width=1.0), object2=StructPoint(angularSpeed=0.0, controller=None, elevation=None, heading=0.0, lastActions=None, length=1.0, position=(-97.16875369287538, -33.958561638412064), positionOffset=(0.0, 0.0), resetController=True, rotationOffset=0.0, speed=0.0, type='OilBarrel1', velocity=(0.0, 0.0), webotsName='OIL_BARREL_1', webotsObject=None, webotsType=None, width=1.0), object3=StructPoint(angularSpeed=0.0, controller=None, elevation=None, heading=0.0, lastActions=None, length=1.0, position=(-103.46126573608363, -57.45534868765648), positionOffset=(0.0, 0.0), resetController=True, rotationOffset=0.0, speed=0.0, type='OilBarrel2', velocity=(0.0, 0.0), webotsName='OIL_BARREL_2', webotsObject=None, webotsType=None, width=1.0), object4=StructPoint(angularSpeed=0.0, controller=None, elevation=None, heading=0.0, lastActions=None, length=1.0, position=(-110.48552525976471, -60.951149902113514), positionOffset=(0.0, 0.0), resetController=True, rotationOffset=0.0, speed=0.0, type='OilBarrel3', velocity=(0.0, 0.0), webotsName='OIL_BARREL_3', webotsObject=None, webotsType=None, width=1.0), object5=StructPoint(angularSpeed=0.0, controller=None, elevation=None, heading=-1.5738119402462132, lastActions=None, length=1.0, position=(-105.00223807504896, -4.510865121012728), positionOffset=(0.0, 0.0), resetController=True, rotationOffset=0.0, speed=0.0, type='Lead', velocity=(0.0, -0.0), webotsName='LEAD', webotsObject=None, webotsType=None, width=1.0)), params=StructPoint())
59,SpacePoint(objects=StructPoint(object0=StructPoint(angularSpeed=0.0, controller=None, elevation=None, heading=-1.522413058297797, lastActions=None, length=1.0, position=(-104.77781391765285, 5.857361175035953), positionOffset=(0.0, 0.0), resetController=True, rotationOffset=0.0, speed=0.0, type='Follower', velocity=(0.0, 0.0), webotsName='FOLLOWER', webotsObject=None, webotsType=None, width=1.0), object1=StructPoint(angularSpeed=0.0, controller=None, elevation=None, heading=0.0, ind='0B', lastActions=None, length=1.0, mode='smc', position=(0, 0), positionOffset=(0.0, 0.0), resetController=True, rotationOffset=0.0, speed=0.0, type='Subscenario', velocity=(0.0, 0.0), webotsName='SUBSCENARIO', webotsObject=None, webotsType=None, width=1.0), object2=StructPoint(angularSpeed=0.0, controller=None, elevation=None, heading=0.0, lastActions=None, length=1.0, position=(-96.27487975493288, -41.16579620444793), positionOffset=(0.0, 0.0), resetController=True, rotationOffset=0.0, speed=0.0, type='OilBarrel1', velocity=(0.0, 0.0), webotsName='OIL_BARREL_1', webotsObject=None, webotsType=None, width=1.0), object3=StructPoint(angularSpeed=0.0, controller=None, elevation=None, heading=0.0, lastActions=None, length=1.0, position=(-98.83145942053132, -58.838225834404774), positionOffset=(0.0, 0.0), resetController=True, rotationOffset=0.0, speed=0.0, type='OilBarrel2', velocity=(0.0, 0.0), webotsName='OIL_BARREL_2', webotsObject=None, webotsType=None, width=1.0), object4=StructPoint(angularSpeed=0.0, controller=None, elevation=None, heading=0.0, lastActions=None, length=1.0, position=(-101.80906779643135, -61.99761761596287), positionOffset=(0.0, 0.0), resetController=True, rotationOffset=0.0, speed=0.0, type='OilBarrel3', velocity=(0.0, 0.0), webotsName='OIL_BARREL_3', webotsObject=None, webotsType=None, width=1.0), object5=StructPoint(angularSpeed=0.0, controller=None, elevation=None, heading=-1.5343833799385924, lastActions=None, length=1.0, position=(-104.14063530975284, -5.544053320138798), positionOffset=(0.0, 0.0), resetController=True, rotationOffset=0.0, speed=0.0, type='Lead', velocity=(0.0, 0.0), webotsName='LEAD', webotsObject=None, webotsType=None, width=1.0)), params=StructPoint())
60,SpacePoint(objects=StructPoint(object0=StructPoint(angularSpeed=0.0, controller=None, elevation=None, heading=-1.5782013638444554, lastActions=None, length=1.0, position=(-104.80777028658376, 6.006994624923544), positionOffset=(0.0, 0.0), resetController=True, rotationOffset=0.0, speed=0.0, type='Follower', velocity=(0.0, -0.0), webotsName='FOLLOWER', webotsObject=None, webotsType=None, width=1.0), object1=StructPoint(angularSpeed=0.0, controller=None, elevation=None, heading=0.0, ind='0B', lastActions=None, length=1.0, mode='smc', position=(0, 0), positionOffset=(0.0, 0.0), resetController=True, rotationOffset=0.0, speed=0.0, type='Subscenario', velocity=(0.0, 0.0), webotsName='SUBSCENARIO', webotsObject=None, webotsType=None, width=1.0), object2=StructPoint(angularSpeed=0.0, controller=None, elevation=None, heading=0.0, lastActions=None, length=1.0, position=(-99.44599613813928, -41.467762696821325), positionOffset=(0.0, 0.0), resetController=True, rotationOffset=0.0, speed=0.0, type='OilBarrel1', velocity=(0.0, 0.0), webotsName='OIL_BARREL_1', webotsObject=None, webotsType=None, width=1.0), object3=StructPoint(angularSpeed=0.0, controller=None, elevation=None, heading=0.0, lastActions=None, length=1.0, position=(-113.11328569525824, -46.093164895483326), positionOffset=(0.0, 0.0), resetController=True, rotationOffset=0.0, speed=0.0, type='OilBarrel2', velocity=(0.0, 0.0), webotsName='OIL_BARREL_2', webotsObject=None, webotsType=None, width=1.0), object4=StructPoint(angularSpeed=0.0, controller=None, elevation=None, heading=0.0, lastActions=None, length=1.0, position=(-111.95811020209182, -63.51653350347647), positionOffset=(0.0, 0.0), resetController=True, rotationOffset=0.0, speed=0.0, type='OilBarrel3', velocity=(0.0, 0.0), webotsName='OIL_BARREL_3', webotsObject=None, webotsType=None, width=1.0), object5=StructPoint(angularSpeed=0.0, controller=None, elevation=None, heading=-1.540734919217013, lastActions=None, length=1.0, position=(-105.89411874650851, -5.665253801915952), positionOffset=(0.0, 0.0), resetController=True, rotationOffset=0.0, speed=0.0, type='Lead', velocity=(0.0, 0.0), webotsName='LEAD', webotsObject=None, webotsType=None, width=1.0)), params=StructPoint())
61,SpacePoint(objects=StructPoint(object0=StructPoint(angularSpeed=0.0, controller=None, elevation=None, heading=-1.5551875262422992, lastActions=None, length=1.0, position=(-105.21341780458216, 6.003765646220206), positionOffset=(0.0, 0.0), resetController=True, rotationOffset=0.0, speed=0.0, type='Follower', velocity=(0.0, 0.0), webotsName='FOLLOWER', webotsObject=None, webotsType=None, width=1.0), object1=StructPoint(angularSpeed=0.0, controller=None, elevation=None, heading=0.0, ind='0B', lastActions=None, length=1.0, mode='smc', position=(0, 0), positionOffset=(0.0, 0.0), resetController=True, rotationOffset=0.0, speed=0.0, type='Subscenario', velocity=(0.0, 0.0), webotsName='SUBSCENARIO', webotsObject=None, webotsType=None, width=1.0), object2=StructPoint(angularSpeed=0.0, controller=None, elevation=None, heading=0.0, lastActions=None, length=1.0, position=(-106.11775907435393, -44.26001526848367), positionOffset=(0.0, 0.0), resetController=True, rotationOffset=0.0, speed=0.0, type='OilBarrel1', velocity=(0.0, 0.0), webotsName='OIL_BARREL_1', webotsObject=None, webotsType=None, width=1.0), object3=StructPoint(angularSpeed=0.0, controller=None, elevation=None, heading=0.0, lastActions=None, length=1.0, position=(-97.68523856256496, -50.69384899332054), positionOffset=(0.0, 0.0), resetController=True, rotationOffset=0.0, speed=0.0, type='OilBarrel2', velocity=(0.0, 0.0), webotsName='OIL_BARREL_2', webotsObject=None, webotsType=None, width=1.0), object4=StructPoint(angularSpeed=0.0, controller=None, elevation=None, heading=0.0, lastActions=None, length=1.0, position=(-98.41643909204849, -60.54888539260716), positionOffset=(0.0, 0.0), resetController=True, rotationOffset=0.0, speed=0.0, type='OilBarrel3', velocity=(0.0, 0.0), webotsName='OIL_BARREL_3', webotsObject=None, webotsType=None, width=1.0), object5=StructPoint(angularSpeed=0.0, controller=None, elevation=None, heading=-1.6544513936995717, lastActions=None, length=1.0, position=(-104.62955078360557, -7.236169040622778), positionOffset=(0.0, 0.0), resetController=True, rotationOffset=0.0, speed=0.0, type='Lead', velocity=(0.0, -0.0), webotsName='LEAD', webotsObject=None, webotsType=None, width=1.0)), params=StructPoint())
62,SpacePoint(objects=StructPoint(object0=StructPoint(angularSpeed=0.0, controller=None, elevation=None, heading=-1.5609479695167283, lastActions=None, length=1.0, position=(-105.04845568945551, 4.655460667814022), positionOffset=(0.0, 0.0), resetController=True, rotationOffset=0.0, speed=0.0, type='Follower', velocity=(0.0, 0.0), webotsName='FOLLOWER', webotsObject=None, webotsType=None, width=1.0), object1=StructPoint(angularSpeed=0.0, controller=None, elevation=None, heading=0.0, ind='0B', lastActions=None, length=1.0, mode='smc', position=(0, 0), positionOffset=(0.0, 0.0), resetController=True, rotationOffset=0.0, speed=0.0, type='Subscenario', velocity=(0.0, 0.0), webotsName='SUBSCENARIO', webotsObject=None, webotsType=None, width=1.0), object2=StructPoint(angularSpeed=0.0, controller=None, elevation=None, heading=0.0, lastActions=None, length=1.0, position=(-113.82525119935227, -31.707448529993464), positionOffset=(0.0, 0.0), resetController=True, rotationOffset=0.0, speed=0.0, type='OilBarrel1', velocity=(0.0, 0.0), webotsName='OIL_BARREL_1', webotsObject=None, webotsType=None, width=1.0), object3=StructPoint(angularSpeed=0.0, controller=None, elevation=None, heading=0.0, lastActions=None, length=1.0, position=(-111.26876987753195, -54.370058717371876), positionOffset=(0.0, 0.0), resetController=True, rotationOffset=0.0, speed=0.0, type='OilBarrel2', velocity=(0.0, 0.0), webotsName='OIL_BARREL_2', webotsObject=None, webotsType=None, width=1.0), object4=StructPoint(angularSpeed=0.0, controller=None, elevation=None, heading=0.0, lastActions=None, length=1.0, position=(-113.03680184285517, -60.16435307888374), positionOffset=(0.0, 0.0), resetController=True, rotationOffset=0.0, speed=0.0, type='OilBarrel3', velocity=(0.0, 0.0), webotsName='OIL_BARREL_3', webotsObject=None, webotsType=None, width=1.0), object5=StructPoint(angularSpeed=0.0, controller=None, elevation=None, heading=-1.6039026319470229, lastActions=None, length=1.0, position=(-104.81950144393551, -6.28528388839311), positionOffset=(0.0, 0.0), resetController=True, rotationOffset=0.0, speed=0.0, type='Lead', velocity=(0.0, -0.0), webotsName='LEAD', webotsObject=None, webotsType=None, width=1.0)), params=StructPoint())
63,SpacePoint(objects=StructPoint(object0=StructPoint(angularSpeed=0.0, controller=None, elevation=None, heading=-1.5108099808188529, lastActions=None, length=1.0, position=(-104.73470738166986, 4.53303735399375), positionOffset=(0.0, 0.0), resetController=True, rotationOffset=0.0, speed=0.0, type='Follower', velocity=(0.0, 0.0), webotsName='FOLLOWER', webotsObject=None, webotsType=None, width=1.0), object1=StructPoint(angularSpeed=0.0, controller=None, elevation=None, heading=0.0, ind='0B', lastActions=None, length=1.0, mode='smc', position=(0, 0), positionOffset=(0.0, 0.0), resetController=True, rotationOffset=0.0, speed=0.0, type='Subscenario', velocity=(0.0, 0.0), webotsName='SUBSCENARIO', webotsObject=None, webotsType=None, width=1.0), object2=StructPoint(angularSpeed=0.0, controller=None, elevation=None, heading=0.0, lastActions=None, length=1.0, position=(-113.34337470494386, -31.919926147564517), positionOffset=(0.0, 0.0), resetController=True, rotationOffset=0.0, speed=0.0, type='OilBarrel1', velocity=(0.0, 0.0), webotsName='OIL_BARREL_1', webotsObject=None, webotsType=None, width=1.0), object3=StructPoint(angularSpeed=0.0, controller=None, elevation=None, heading=0.0, lastActions=None, length=1.0, position=(-96.82564569358851, -49.29153107979612), positionOffset=(0.0, 0.0), resetController=True, rotationOffset=0.0, speed=0.0, type='OilBarrel2', velocity=(0.0, 0.0), webotsName='OIL_BARREL_2', webotsObject=None, webotsType=None, width=1.0), object4=StructPoint(angularSpeed=0.0, controller=None, elevation=None, heading=0.0, lastActions=None, length=1.0, position=(-109.19797243162975, -61.69799648714627), positionOffset=(0.0, 0.0), resetController=True, rotationOffset=0.0, speed=0.0, type='OilBarrel3', velocity=(0.0, 0.0), webotsName='OIL_BARREL_3', webotsObject=None, webotsType=None, width=1.0), object5=StructPoint(angularSpeed=0.0, controller=None, elevation=None, heading=-1.5983129823197393, lastActions=None, length=1.0, position=(-104.94873331672397, -4.328159013022616), positionOffset=(0.0, 0.0), resetController=True, rotationOffset=0.0, speed=0.0, type='Lead', velocity=(0.0, -0.0), webotsName='LEAD', webotsObject=None, webotsType=None, width=1.0)), params=StructPoint())
64,SpacePoint(objects=StructPoint(object0=StructPoint(angularSpeed=0.0, controller=None, elevation=None, heading=-1.596881986352973, lastActions=None, length=1.0, position=(-105.7850491737269, 5.974271543459121), positionOffset=(0.0, 0.0), resetController=True, rotationOffset=0.0, speed=0.0, type='Follower', velocity=(0.0, -0.0), webotsName='FOLLOWER', webotsObject=None, webotsType=None, width=1.0), object1=StructPoint(angularSpeed=0.0, controller=None, elevation=None, heading=0.0, ind='0B', lastActions=None, length=1.0, mode='smc', position=(0, 0), positionOffset=(0.0, 0.0), resetController=True, rotationOffset=0.0, speed=0.0, type='Subscenario', velocity=(0.0, 0.0), webotsName='SUBSCENARIO', webotsObject=None, webotsType=None, width=1.0), object2=StructPoint(angularSpeed=0.0, controller=None, elevation=None, heading=0.0, lastActions=None, length=1.0, position=(-102.34909031765916, -33.88200629618002), positionOffset=(0.0, 0.0), resetController=True, rotationOffset=0.0, speed=0.0, type='OilBarrel1', velocity=(0.0, 0.0), webotsName='OIL_BARREL_1', webotsObject=None, webotsType=None, width=1.0), object3=StructPoint(angularSpeed=0.0, controller=None, elevation=None, heading=0.0, lastActions=None, length=1.0, position=(-109.4820927314822, -52.98999315124669), positionOffset=(0.0, 0.0), resetController=True, rotationOffset=0.0, speed=0.0, type='OilBarrel2', velocity=(0.0, 0.0), webotsName='OIL_BARREL_2', webotsObject=None, webotsType=None, width=1.0), object4=StructPoint(angularSpeed=0.0, controller=None, elevation=None, heading=0.0, lastActions=None, length=1.0, position=(-103.55777264753735, -64.78948567690449), positionOffset=(0.0, 0.0), resetController=True, rotationOffset=0.0, speed=0.0, type='OilBarrel3', velocity=(0.0, 0.0), webotsName='OIL_BARREL_3', webotsObject=None, webotsType=None, width=1.0), object5=StructPoint(angularSpeed=0.0, controller=None, elevation=None, heading=-1.6209347920780217, lastActions=None, length=1.0, position=(-105.84083643079082, -5.640043738307397), positionOffset=(0.0, 0.0), resetController=True, rotationOffset=0.0, speed=0.0, type='Lead', velocity=(0.0, -0.0), webotsName='LEAD', webotsObject=None, webotsType=None, width=1.0)), params=StructPoint())
