sample_ind,sample
286,SpacePoint(objects=StructPoint(object0=StructPoint(angularSpeed=0.0, controller=None, elevation=None, heading=-1.5397792338156526, lastActions=None, length=1.0, position=(-105.8927998010633, 2.7937562894585275), positionOffset=(0.0, 0.0), resetController=True, rotationOffset=0.0, speed=0.0, type='Follower', velocity=(0.0, 0.0), webotsName='FOLLOWER', webotsObject=None, webotsType=None, width=1.0), object1=StructPoint(angularSpeed=0.0, controller=None, elevation=None, heading=0.0, ind='0B', lastActions=None, length=1.0, mode='smc', position=(0, 0), positionOffset=(0.0, 0.0), resetController=True, rotationOffset=0.0, speed=0.0, type='Subscenario', velocity=(0.0, 0.0), webotsName='SUBSCENARIO', webotsObject=None, webotsType=None, width=1.0), object2=StructPoint(angularSpeed=0.0, controller=None, elevation=None, heading=0.0, lastActions=None, length=1.0, position=(-112.11259857752506, -38.930433732455256), positionOffset=(0.0, 0.0), resetController=True, rotationOffset=0.0, speed=0.0, type='OilBarrel1', velocity=(0.0, 0.0), webotsName='OIL_BARREL_1', webotsObject=None, webotsType=None, width=1.0), object3=StructPoint(angularSpeed=0.0, controller=None, elevation=None, heading=0.0, lastActions=None, length=1.0, position=(-104.06146962479092, -52.6916306083331), positionOffset=(0.0, 0.0), resetController=True, rotationOffset=0.0, speed=0.0, type='OilBarrel2', velocity=(0.0, 0.0), webotsName='OIL_BARREL_2', webotsObject=None, webotsType=None, width=1.0), object4=StructPoint(angularSpeed=0.0, controller=None, elevation=None, heading=0.0, lastActions=None, length=1.0, position=(-108.70289224353678, -61.25417458247465), positionOffset=(0.0, 0.0), resetController=True, rotationOffset=0.0, speed=0.0, type='OilBarrel3', velocity=(0.0, 0.0), webotsName='OIL_BARREL_3', webotsObject=None, webotsType=None, width=1.0), object5=StructPoint(angularSpeed=0.0, controller=None, elevation=None, heading=-1.575846968283596, lastActions=None, length=1.0, position=(-105.10696121262204, -4.487815853243489), positionOffset=(0.0, 0.0), resetController=True, rotationOffset=0.0, speed=0.0, type='Lead', velocity=(0.0, -0.0), webotsName='LEAD', webotsObject=None, webotsType=None, width=1.0)), params=StructPoint())
297,SpacePoint(objects=StructPoint(object0=StructPoint(angularSpeed=0.0, controller=None, elevation=None, heading=-1.5488240027262865, lastActions=None, length=1.0, position=(-105.91531756166229, 2.7657764970722147), positionOffset=(0.0, 0.0), resetController=True, rotationOffset=0.0, speed=0.0, type='Follower', velocity=(0.0, 0.0), webotsName='FOLLOWER', webotsObject=None, webotsType=None, width=1.0), object1=StructPoint(angularSpeed=0.0, controller=None, elevation=None, heading=0.0, ind='0B', lastActions=None, length=1.0, mode='smc', position=(0, 0), positionOffset=(0.0, 0.0), resetController=True, rotationOffset=0.0, speed=0.0, type='Subscenario', velocity=(0.0, 0.0), webotsName='SUBSCENARIO', webotsObject=None, webotsType=None, width=1.0), object2=StructPoint(angularSpeed=0.0, controller=None, elevation=None, heading=0.0, lastActions=None, length=1.0, position=(-101.3150026982163, -38.902116404586444), positionOffset=(0.0, 0.0), resetController=True, rotationOffset=0.0, speed=0.0, type='OilBarrel1', velocity=(0.0, 0.0), webotsName='OIL_BARREL_1', webotsObject=None, webotsType=None, width=1.0), object3=StructPoint(angularSpeed=0.0, controller=None, elevation=None, heading=0.0, lastActions=None, length=1.0, position=(-103.02683796159974, -49.96384264528391), positionOffset=(0.0, 0.0), resetController=True, rotationOffset=0.0, speed=0.0, type='OilBarrel2', velocity=(0.0, 0.0), webotsName='OIL_BARREL_2', webotsObject=None, webotsType=None, width=1.0), object4=StructPoint(angularSpeed=0.0, controller=None, elevation=None, heading=0.0, lastActions=None, length=1.0, position=(-114.15300557742063, -69.39402178204548), positionOffset=(0.0, 0.0), resetController=True, rotationOffset=0.0, speed=0.0, type='OilBarrel3', velocity=(0.0, 0.0), webotsName='OIL_BARREL_3', webotsObject=None, webotsType=None, width=1.0), object5=StructPoint(angularSpeed=0.0, controller=None, elevation=None, heading=-1.5457075885383595, lastActions=None, length=1.0, position=(-105.53530698301262, -5.211687450112249), positionOffset=(0.0, 0.0), resetController=True, rotationOffset=0.0, speed=0.0, type='Lead', velocity=(0.0, 0.0), webotsName='LEAD', webotsObject=None, webotsType=None, width=1.0)), params=StructPoint())
298,SpacePoint(objects=StructPoint(object0=StructPoint(angularSpeed=0.0, controller=None, elevation=None, heading=-1.5594248765397845, lastActions=None, length=1.0, position=(-104.84481106870466, 4.925332342519834), positionOffset=(0.0, 0.0), resetController=True, rotationOffset=0.0, speed=0.0, type='Follower', velocity=(0.0, 0.0), webotsName='FOLLOWER', webotsObject=None, webotsType=None, width=1.0), object1=StructPoint(angularSpeed=0.0, controller=None, elevation=None, heading=0.0, ind='0B', lastActions=None, length=1.0, mode='smc', position=(0, 0), positionOffset=(0.0, 0.0), resetController=True, rotationOffset=0.0, speed=0.0, type='Subscenario', velocity=(0.0, 0.0), webotsName='SUBSCENARIO', webotsObject=None, webotsType=None, width=1.0), object2=StructPoint(angularSpeed=0.0, controller=None, elevation=None, heading=0.0, lastActions=None, length=1.0, position=(-103.75269188227884, -31.450938929687105), positionOffset=(0.0, 0.0), resetController=True, rotationOffset=0.0, speed=0.0, type='OilBarrel1', velocity=(0.0, 0.0), webotsName='OIL_BARREL_1', webotsObject=None, webotsType=None, width=1.0), object3=StructPoint(angularSpeed=0.0, controller=None, elevation=None, heading=0.0, lastActions=None, length=1.0, position=(-102.71285020721331, -47.66493832182306), positionOffset=(0.0, 0.0), resetController=True, rotationOffset=0.0, speed=0.0, type='OilBarrel2', velocity=(0.0, 0.0), webotsName='OIL_BARREL_2', webotsObject=None, webotsType=None, width=1.0), object4=StructPoint(angularSpeed=0.0, controller=None, elevation=None, heading=0.0, lastActions=None, length=1.0, position=(-105.11350702925245, -69.12557446712789), positionOffset=(0.0, 0.0), resetController=True, rotationOffset=0.0, speed=0.0, type='OilBarrel3', velocity=(0.0, 0.0), webotsName='OIL_BARREL_3', webotsObject=None, webotsType=None, width=1.0), object5=StructPoint(angularSpeed=0.0, controller=None, elevation=None, heading=-1.5380512871042258, lastActions=None, length=1.0, position=(-104.306914992538, -5.857454789057039), positionOffset=(0.0, 0.0), resetController=True, rotationOffset=0.0, speed=0.0, type='Lead', velocity=(0.0, 0.0), webotsName='LEAD', webotsObject=None, webotsType=None, width=1.0)), params=StructPoint())
299,SpacePoint(objects=StructPoint(object0=StructPoint(angularSpeed=0.0, controller=None, elevation=None, heading=-1.655553205615706, lastActions=None, length=1.0, position=(-105.15178425742971, 3.115723581190571), positionOffset=(0.0, 0.0), resetController=True, rotationOffset=0.0, speed=0.0, type='Follower', velocity=(0.0, -0.0), webotsName='FOLLOWER', webotsObject=None, webotsType=None, width=1.0), object1=StructPoint(angularSpeed=0.0, controller=None, elevation=None, heading=0.0, ind='0B', lastActions=None, length=1.0, mode='smc', position=(0, 0), positionOffset=(0.0, 0.0), resetController=True, rotationOffset=0.0, speed=0.0, type='Subscenario', velocity=(0.0, 0.0), webotsName='SUBSCENARIO', webotsObject=None, webotsType=None, width=1.0), object2=StructPoint(angularSpeed=0.0, controller=None, elevation=None, heading=0.0, lastActions=None, length=1.0, position=(-108.13221070718477, -35.55032234198198), positionOffset=(0.0, 0.0), resetController=True, rotationOffset=0.0, speed=0.0, type='OilBarrel1', velocity=(0.0, 0.0), webotsName='OIL_BARREL_1', webotsObject=None, webotsType=None, width=1.0), object3=StructPoint(angularSpeed=0.0, controller=None, elevation=None, heading=0.0, lastActions=None, length=1.0, position=(-109.57011318762328, -49.887600944500626), positionOffset=(0.0, 0.0), resetController=True, rotationOffset=0.0, speed=0.0, type='OilBarrel2', velocity=(0.0, 0.0), webotsName='OIL_BARREL_2', webotsObject=None, webotsType=None, width=1.0), object4=StructPoint(angularSpeed=0.0, controller=None, elevation=None, heading=0.0, lastActions=None, length=1.0, position=(-113.89748234323342, -71.2947443784227), positionOffset=(0.0, 0.0), resetController=True, rotationOffset=0.0, speed=0.0, type='OilBarrel3', velocity=(0.0, 0.0), webotsName='OIL_BARREL_3', webotsObject=None, webotsType=None, width=1.0), object5=StructPoint(angularSpeed=0.0, controller=None, elevation=None, heading=-1.5422674339020197, lastActions=None, length=1.0, position=(-104.70558583384316, -5.291753750571386), positionOffset=(0.0, 0.0), resetController=True, rotationOffset=0.0, speed=0.0, type='Lead', velocity=(0.0, 0.0), webotsName='LEAD', webotsObject=None, webotsType=None, width=1.0)), params=StructPoint())
300,SpacePoint(objects=StructPoint(object0=StructPoint(angularSpeed=0.0, controller=None, elevation=None, heading=-1.601716037811115, lastActions=None, length=1.0, position=(-105.31228956125723, 2.7853765170798734), positionOffset=(0.0, 0.0), resetController=True, rotationOffset=0.0, speed=0.0, type='Follower', velocity=(0.0, -0.0), webotsName='FOLLOWER', webotsObject=None, webotsType=None, width=1.0), object1=StructPoint(angularSpeed=0.0, controller=None, elevation=None, heading=0.0, ind='0B', lastActions=None, length=1.0, mode='smc', position=(0, 0), positionOffset=(0.0, 0.0), resetController=True, rotationOffset=0.0, speed=0.0, type='Subscenario', velocity=(0.0, 0.0), webotsName='SUBSCENARIO', webotsObject=None, webotsType=None, width=1.0), object2=StructPoint(angularSpeed=0.0, controller=None, elevation=None, heading=0.0, lastActions=None, length=1.0, position=(-97.18082914660741, -42.67404797420842), positionOffset=(0.0, 0.0), resetController=True, rotationOffset=0.0, speed=0.0, type='OilBarrel1', velocity=(0.0, 0.0), webotsName='OIL_BARREL_1', webotsObject=None, webotsType=None, width=1.0), object3=StructPoint(angularSpeed=0.0, controller=None, elevation=None, heading=0.0, lastActions=None, length=1.0, position=(-108.04483854963127, -51.49496060155364), positionOffset=(0.0, 0.0), resetController=True, rotationOffset=0.0, speed=0.0, type='OilBarrel2', velocity=(0.0, 0.0), webotsName='OIL_BARREL_2', webotsObject=None, webotsType=None, width=1.0), object4=StructPoint(angularSpeed=0.0, controller=None, elevation=None, heading=0.0, lastActions=None, length=1.0, position=(-109.08770096193052, -64.77156416052445), positionOffset=(0.0, 0.0), resetController=True, rotationOffset=0.0, speed=0.0, type='OilBarrel3', velocity=(0.0, 0.0), webotsName='OIL_BARREL_3', webotsObject=None, webotsType=None, width=1.0), object5=StructPoint(angularSpeed=0.0, controller=None, elevation=None, heading=-1.5821553038226557, lastActions=None, length=1.0, position=(-105.49783723137482, -4.199337739201556), positionOffset=(0.0, 0.0), resetController=True, rotationOffset=0.0, speed=0.0, type='Lead', velocity=(0.0, -0.0), webotsName='LEAD', webotsObject=None, webotsType=None, width=1.0)), params=StructPoint())
301,SpacePoint(objects=StructPoint(object0=StructPoint(angularSpeed=0.0, controller=None, elevation=None, heading=-1.541214895142351, lastActions=None, length=1.0, position=(-104.28341750989422, 4.970317110575408), positionOffset=(0.0, 0.0), resetController=True, rotationOffset=0.0, speed=0.0, type='Follower', velocity=(0.0, 0.0), webotsName='FOLLOWER', webotsObject=None, webotsType=None, width=1.0), object1=StructPoint(angularSpeed=0.0, controller=None, elevation=None, heading=0.0, ind='0B', lastActions=None, length=1.0, mode='smc', position=(0, 0), positionOffset=(0.0, 0.0), resetController=True, rotationOffset=0.0, speed=0.0, type='Subscenario', velocity=(0.0, 0.0), webotsName='SUBSCENARIO', webotsObject=None, webotsType=None, width=1.0), object2=StructPoint(angularSpeed=0.0, controller=None, elevation=None, heading=0.0, lastActions=None, length=1.0, position=(-108.43351399437582, -30.510848714078445), positionOffset=(0.0, 0.0), resetController=True, rotationOffset=0.0, speed=0.0, type='OilBarrel1', velocity=(0.0, 0.0), webotsName='OIL_BARREL_1', webotsObject=None, webotsType=None, width=1.0), object3=StructPoint(angularSpeed=0.0, controller=None, elevation=None, heading=0.0, lastActions=None, length=1.0, position=(-107.20016824928665, -52.31004864667941), positionOffset=(0.0, 0.0), resetController=True, rotationOffset=0.0, speed=0.0, type='OilBarrel2', velocity=(0.0, 0.0), webotsName='OIL_BARREL_2', webotsObject=None, webotsType=None, width=1.0), object4=StructPoint(angularSpeed=0.0, controller=None, elevation=None, heading=0.0, lastActions=None, length=1.0, position=(-105.40500480824792, -72.99952616098177), positionOffset=(0.0, 0.0), resetController=True, rotationOffset=0.0, speed=0.0, type='OilBarrel3', velocity=(0.0, 0.0), webotsName='OIL_BARREL_3', webotsObject=None, webotsType=None, width=1.0), object5=StructPoint(angularSpeed=0.0, controller=None, elevation=None, heading=-1.5377145897080584, lastActions=None, length=1.0, position=(-104.26511812088535, -5.4958100382335555), positionOffset=(0.0, 0.0), resetController=True, rotationOffset=0.0, speed=0.0, type='Lead', velocity=(0.0, 0.0), webotsName='LEAD', webotsObject=None, webotsType=None, width=1.0)), params=StructPoint())
302,SpacePoint(objects=StructPoint(object0=StructPoint(angularSpeed=0.0, controller=None, elevation=None, heading=-1.6466380180346223, lastActions=None, length=1.0, position=(-104.14921891402682, 5.923703965451181), positionOffset=(0.0, 0.0), resetController=True, rotationOffset=0.0, speed=0.0, type='Follower', velocity=(0.0, -0.0), webotsName='FOLLOWER', webotsObject=None, webotsType=None, width=1.0), object1=StructPoint(angularSpeed=0.0, controller=None, elevation=None, heading=0.0, ind='0B', lastActions=None, length=1.0, mode='smc', position=(0, 0), positionOffset=(0.0, 0.0), resetController=True, rotationOffset=0.0, speed=0.0, type='Subscenario', velocity=(0.0, 0.0), webotsName='SUBSCENARIO', webotsObject=None, webotsType=None, width=1.0), object2=StructPoint(angularSpeed=0.0, controller=None, elevation=None, heading=0.0, lastActions=None, length=1.0, position=(-95.13869885903253, -35.1735412258354), positionOffset=(0.0, 0.0), resetController=True, rotationOffset=0.0, speed=0.0, type='OilBarrel1', velocity=(0.0, 0.0), webotsName='OIL_BARREL_1', webotsObject=None, webotsType=None, width=1.0), object3=StructPoint(angularSpeed=0.0, controller=None, elevation=None, heading=0.0, lastActions=None, length=1.0, position=(-96.20747278695382, -49.6045081542249), positionOffset=(0.0, 0.0), resetController=True, rotationOffset=0.0, speed=0.0, type='OilBarrel2', velocity=(0.0, 0.0), webotsName='OIL_BARREL_2', webotsObject=None, webotsType=None, width=1.0), object4=StructPoint(angularSpeed=0.0, controller=None, elevation=None, heading=0.0, lastActions=None, length=1.0, position=(-104.31379438837246, -68.00475501251785), positionOffset=(0.0, 0.0), resetController=True, rotationOffset=0.0, speed=0.0, type='OilBarrel3', velocity=(0.0, 0.0), webotsName='OIL_BARREL_3', webotsObject=None, webotsType=None, width=1.0), object5=StructPoint(angularSpeed=0.0, controller=None, elevation=None, heading=-1.6325450744740602, lastActions=None, length=1.0, position=(-105.42520067180948, -6.176118804016243), positionOffset=(0.0, 0.0), resetController=True, rotationOffset=0.0, speed=0.0, type='Lead', velocity=(0.0, -0.0), webotsName='LEAD', webotsObject=None, webotsType=None, width=1.0)), params=StructPoint())
303,SpacePoint(objects=StructPoint(object0=StructPoint(angularSpeed=0.0, controller=None, elevation=None, heading=-1.6318002436102665, lastActions=None, length=1.0, position=(-105.79793414799813, 6.0086416147721655), positionOffset=(0.0, 0.0), resetController=True, rotationOffset=0.0, speed=0.0, type='Follower', velocity=(0.0, -0.0), webotsName='FOLLOWER', webotsObject=None, webotsType=None, width=1.0), object1=StructPoint(angularSpeed=0.0, controller=None, elevation=None, heading=0.0, ind='0B', lastActions=None, length=1.0, mode='smc', position=(0, 0), positionOffset=(0.0, 0.0), resetController=True, rotationOffset=0.0, speed=0.0, type='Subscenario', velocity=(0.0, 0.0), webotsName='SUBSCENARIO', webotsObject=None, webotsType=None, width=1.0), object2=StructPoint(angularSpeed=0.0, controller=None, elevation=None, heading=0.0, lastActions=None, length=1.0, position=(-97.34665096141025, -43.03305476309942), positionOffset=(0.0, 0.0), resetController=True, rotationOffset=0.0, speed=0.0, type='OilBarrel1', velocity=(0.0, 0.0), webotsName='OIL_BARREL_1', webotsObject=None, webotsType=None, width=1.0), object3=StructPoint(angularSpeed=0.0, controller=None, elevation=None, heading=0.0, lastActions=None, length=1.0, position=(-107.5731824771393, -53.33269330200332), positionOffset=(0.0, 0.0), resetController=True, rotationOffset=0.0, speed=0.0, type='OilBarrel2', velocity=(0.0, 0.0), webotsName='OIL_BARREL_2', webotsObject=None, webotsType=None, width=1.0), object4=StructPoint(angularSpeed=0.0, controller=None, elevation=None, heading=0.0, lastActions=None, length=1.0, position=(-110.41674488921052, -63.87973097372831), positionOffset=(0.0, 0.0), resetController=True, rotationOffset=0.0, speed=0.0, type='OilBarrel3', velocity=(0.0, 0.0), webotsName='OIL_BARREL_3', webotsObject=None, webotsType=None, width=1.0), object5=StructPoint(angularSpeed=0.0, controller=None, elevation=None, heading=-1.5662445623539059, lastActions=None, length=1.0, position=(-104.26103883491537, -5.255469613792366), positionOffset=(0.0, 0.0), resetController=True, rotationOffset=0.0, speed=0.0, type='Lead', velocity=(0.0, 0.0), webotsName='LEAD', webotsObject=None, webotsType=None, width=1.0)), params=StructPoint())
304,SpacePoint(objects=StructPoint(object0=StructPoint(angularSpeed=0.0, controller=None, elevation=None, heading=-1.5499505475269097, lastActions=None, length=1.0, position=(-104.01038452591284, 4.395154271920347), positionOffset=(0.0, 0.0), resetController=True, rotationOffset=0.0, speed=0.0, type='Follower', velocity=(0.0, 0.0), webotsName='FOLLOWER', webotsObject=None, webotsType=None, width=1.0), object1=StructPoint(angularSpeed=0.0, controller=None, elevation=None, heading=0.0, ind='0B', lastActions=None, length=1.0, mode='smc', position=(0, 0), positionOffset=(0.0, 0.0), resetController=True, rotationOffset=0.0, speed=0.0, type='Subscenario', velocity=(0.0, 0.0), webotsName='SUBSCENARIO', webotsObject=None, webotsType=None, width=1.0), object2=StructPoint(angularSpeed=0.0, controller=None, elevation=None, heading=0.0, lastActions=None, length=1.0, position=(-113.39625945513407, -31.887225636742045), positionOffset=(0.0, 0.0), resetController=True, rotationOffset=0.0, speed=0.0, type='OilBarrel1', velocity=(0.0, 0.0), webotsName='OIL_BARREL_1', webotsObject=None, webotsType=None, width=1.0), object3=StructPoint(angularSpeed=0.0, controller=None, elevation=None, heading=0.0, lastActions=None, length=1.0, position=(-110.90820270806347, -58.5017745490708), positionOffset=(0.0, 0.0), resetController=True, rotationOffset=0.0, speed=0.0, type='OilBarrel2', velocity=(0.0, 0.0), webotsName='OIL_BARREL_2', webotsObject=None, webotsType=None, width=1.0), object4=StructPoint(angularSpeed=0.0, controller=None, elevation=None, heading=0.0, lastActions=None, length=1.0, position=(-97.97149937067684, -69.81694423757489), positionOffset=(0.0, 0.0), resetController=True, rotationOffset=0.0, speed=0.0, type='OilBarrel3', velocity=(0.0, 0.0), webotsName='OIL_BARREL_3', webotsObject=None, webotsType=None, width=1.0), object5=StructPoint(angularSpeed=0.0, controller=None, elevation=None, heading=-1.545308292134761, lastActions=None, length=1.0, position=(-105.44507669886548, -5.656382519093768), positionOffset=(0.0, 0.0), resetController=True, rotationOffset=0.0, speed=0.0, type='Lead', velocity=(0.0, 0.0), webotsName='LEAD', webotsObject=None, webotsType=None, width=1.0)), params=StructPoint())
305,SpacePoint(objects=StructPoint(object0=StructPoint(angularSpeed=0.0, controller=None, elevation=None, heading=-1.501679061695816, lastActions=None, length=1.0, position=(-105.10508211739788, 6.171911782923331), positionOffset=(0.0, 0.0), resetController=True, rotationOffset=0.0, speed=0.0, type='Follower', velocity=(0.0, 0.0), webotsName='FOLLOWER', webotsObject=None, webotsType=None, width=1.0), object1=StructPoint(angularSpeed=0.0, controller=None, elevation=None, heading=0.0, ind='0B', lastActions=None, length=1.0, mode='smc', position=(0, 0), positionOffset=(0.0, 0.0), resetController=True, rotationOffset=0.0, speed=0.0, type='Subscenario', velocity=(0.0, 0.0), webotsName='SUBSCENARIO', webotsObject=None, webotsType=None, width=1.0), object2=StructPoint(angularSpeed=0.0, controller=None, elevation=None, heading=0.0, lastActions=None, length=1.0, position=(-103.07557025219768, -40.92964522950854), positionOffset=(0.0, 0.0), resetController=True, rotationOffset=0.0, speed=0.0, type='OilBarrel1', velocity=(0.0, 0.0), webotsName='OIL_BARREL_1', webotsObject=None, webotsType=None, width=1.0), object3=StructPoint(angularSpeed=0.0, controller=None, elevation=None, heading=0.0, lastActions=None, length=1.0, position=(-99.17467844756696, -56.52836867236331), positionOffset=(0.0, 0.0), resetController=True, rotationOffset=0.0, speed=0.0, type='OilBarrel2', velocity=(0.0, 0.0), webotsName='OIL_BARREL_2', webotsObject=None, webotsType=None, width=1.0), object4=StructPoint(angularSpeed=0.0, controller=None, elevation=None, heading=0.0, lastActions=None, length=1.0, position=(-111.46171025771937, -70.71734632886107), positionOffset=(0.0, 0.0), resetController=True, rotationOffset=0.0, speed=0.0, type='OilBarrel3', velocity=(0.0, 0.0), webotsName='OIL_BARREL_3', webotsObject=None, webotsType=None, width=1.0), object5=StructPoint(angularSpeed=0.0, controller=None, elevation=None, heading=-1.5385634670760313, lastActions=None, length=1.0, position=(-104.64145682601945, -3.9106800329950833), positionOffset=(0.0, 0.0), resetController=True, rotationOffset=0.0, speed=0.0, type='Lead', velocity=(0.0, 0.0), webotsName='LEAD', webotsObject=None, webotsType=None, width=1.0)), params=StructPoint())
306,SpacePoint(objects=StructPoint(object0=StructPoint(angularSpeed=0.0, controller=None, elevation=None, heading=-1.5627182396154429, lastActions=None, length=1.0, position=(-104.78853007967501, 2.60262417621703), positionOffset=(0.0, 0.0), resetController=True, rotationOffset=0.0, speed=0.0, type='Follower', velocity=(0.0, 0.0), webotsName='FOLLOWER', webotsObject=None, webotsType=None, width=1.0), object1=StructPoint(angularSpeed=0.0, controller=None, elevation=None, heading=0.0, ind='0B', lastActions=None, length=1.0, mode='smc', position=(0, 0), positionOffset=(0.0, 0.0), resetController=True, rotationOffset=0.0, speed=0.0, type='Subscenario', velocity=(0.0, 0.0), webotsName='SUBSCENARIO', webotsObject=None, webotsType=None, width=1.0), object2=StructPoint(angularSpeed=0.0, controller=None, elevation=None, heading=0.0, lastActions=None, length=1.0, position=(-109.6885177452613, -32.34368904229798), positionOffset=(0.0, 0.0), resetController=True, rotationOffset=0.0, speed=0.0, type='OilBarrel1', velocity=(0.0, 0.0), webotsName='OIL_BARREL_1', webotsObject=None, webotsType=None, width=1.0), object3=StructPoint(angularSpeed=0.0, controller=None, elevation=None, heading=0.0, lastActions=None, length=1.0, position=(-96.61713148531486, -49.05848291480684), positionOffset=(0.0, 0.0), resetController=True, rotationOffset=0.0, speed=0.0, type='OilBarrel2', velocity=(0.0, 0.0), webotsName='OIL_BARREL_2', webotsObject=None, webotsType=None, width=1.0), object4=StructPoint(angularSpeed=0.0, controller=None, elevation=None, heading=0.0, lastActions=None, length=1.0, position=(-109.800873296598, -69.54633135804625), positionOffset=(0.0, 0.0), resetController=True, rotationOffset=0.0, speed=0.0, type='OilBarrel3', velocity=(0.0, 0.0), webotsName='OIL_BARREL_3', webotsObject=None, webotsType=None, width=1.0), object5=StructPoint(angularSpeed=0.0, controller=None, elevation=None, heading=-1.6405156101747507, lastActions=None, length=1.0, position=(-105.00552148307001, -5.335693087086747), positionOffset=(0.0, 0.0), resetController=True, rotationOffset=0.0, speed=0.0, type='Lead', velocity=(0.0, -0.0), webotsName='LEAD', webotsObject=None, webotsType=None, width=1.0)), params=StructPoint())
307,SpacePoint(objects=StructPoint(object0=StructPoint(angularSpeed=0.0, controller=None, elevation=None, heading=-1.5374444028668746, lastActions=None, length=1.0, position=(-105.48675706700475, 3.528659304374202), positionOffset=(0.0, 0.0), resetController=True, rotationOffset=0.0, speed=0.0, type='Follower', velocity=(0.0, 0.0), webotsName='FOLLOWER', webotsObject=None, webotsType=None, width=1.0), object1=StructPoint(angularSpeed=0.0, controller=None, elevation=None, heading=0.0, ind='0B', lastActions=None, length=1.0, mode='smc', position=(0, 0), positionOffset=(0.0, 0.0), resetController=True, rotationOffset=0.0, speed=0.0, type='Subscenario', velocity=(0.0, 0.0), webotsName='SUBSCENARIO', webotsObject=None, webotsType=None, width=1.0), object2=StructPoint(angularSpeed=0.0, controller=None, elevation=None, heading=0.0, lastActions=None, length=1.0, position=(-107.05628534416351, -32.30574760071898), positionOffset=(0.0, 0.0), resetController=True, rotationOffset=0.0, speed=0.0, type='OilBarrel1', velocity=(0.0, 0.0), webotsName='OIL_BARREL_1', webotsObject=None, webotsType=None, width=1.0), object3=StructPoint(angularSpeed=0.0, controller=None, elevation=None, heading=0.0, lastActions=None, length=1.0, position=(-104.73244710174572, -52.968097845962575), positionOffset=(0.0, 0.0), resetController=True, rotationOffset=0.0, speed=0.0, type='OilBarrel2', velocity=(0.0, 0.0), webotsName='OIL_BARREL_2', webotsObject=None, webotsType=None, width=1.0), object4=StructPoint(angularSpeed=0.0, controller=None, elevation=None, heading=0.0, lastActions=None, length=1.0, position=(-98.18579314896539, -73.55932237540753), positionOffset=(0.0, 0.0), resetController=True, rotationOffset=0.0, speed=0.0, type='OilBarrel3', velocity=(0.0, 0.0), webotsName='OIL_BARREL_3', webotsObject=None, webotsType=None, width=1.0), object5=StructPoint(angularSpeed=0.0, controller=None, elevation=None, heading=-1.5152344286631572, lastActions=None, length=1.0, position=(-105.64262360217617, -6.735423456899101), positionOffset=(0.0, 0.0), resetController=True, rotationOffset=0.0, speed=0.0, type='Lead', velocity=(0.0, 0.0), webotsName='LEAD', webotsObject=None, webotsType=None, width=1.0)), params=StructPoint())
308,SpacePoint(objects=StructPoint(object0=StructPoint(angularSpeed=0.0, controller=None, elevation=None, heading=-1.4862974085269525, lastActions=None, length=1.0, position=(-104.85909810188568, 4.889419632345373), positionOffset=(0.0, 0.0), resetController=True, rotationOffset=0.0, speed=0.0, type='Follower', velocity=(0.0, 0.0), webotsName='FOLLOWER', webotsObject=None, webotsType=None, width=1.0), object1=StructPoint(angularSpeed=0.0, controller=None, elevation=None, heading=0.0, ind='0B', lastActions=None, length=1.0, mode='smc', position=(0, 0), positionOffset=(0.0, 0.0), resetController=True, rotationOffset=0.0, speed=0.0, type='Subscenario', velocity=(0.0, 0.0), webotsName='SUBSCENARIO', webotsObject=None, webotsType=None, width=1.0), object2=StructPoint(angularSpeed=0.0, controller=None, elevation=None, heading=0.0, lastActions=None, length=1.0, position=(-105.50608040108331, -32.56471266769387), positionOffset=(0.0, 0.0), resetController=True, rotationOffset=0.0, speed=0.0, type='OilBarrel1', velocity=(0.0, 0.0), webotsName='OIL_BARREL_1', webotsObject=None, webotsType=None, width=1.0), object3=StructPoint(angularSpeed=0.0, controller=None, elevation=None, heading=0.0, lastActions=None, length=1.0, position=(-110.99470868472397, -56.86434354314945), positionOffset=(0.0, 0.0), resetController=True, rotationOffset=0.0, speed=0.0, type='OilBarrel2', velocity=(0.0, 0.0), webotsName='OIL_BARREL_2', webotsObject=None, webotsType=None, width=1.0), object4=StructPoint(angularSpeed=0.0, controller=None, elevation=None, heading=0.0, lastActions=None, length=1.0, position=(-113.14606270577289, -72.98776725886685), positionOffset=(0.0, 0.0), resetController=True, rotationOffset=0.0, speed=0.0, type='OilBarrel3', velocity=(0.0, 0.0), webotsName='OIL_BARREL_3', webotsObject=None, webotsType=None, width=1.0), object5=StructPoint(angularSpeed=0.0, controller=None, elevation=None, heading=-1.6324819872963654, lastActions=None, length=1.0, position=(-105.24413959636564, -4.9288428955753645), positionOffset=(0.0, 0.0), resetController=True, rotationOffset=0.0, speed=0.0, type='Lead', velocity=(0.0, -0.0), webotsName='LEAD', webotsObject=None, webotsType=None, width=1.0)), params=StructPoint())
